Zeit,CPU_Prozent,RAM_Nutzung
11:09:46,100.36%,482.7MiB / 1GiB
11:09:49,102.90%,482.3MiB / 1GiB
11:09:52,101.99%,482.6MiB / 1GiB
11:09:54,101.01%,482.4MiB / 1GiB
11:09:57,101.81%,482.1MiB / 1GiB
11:10:00,100.64%,482.1MiB / 1GiB
11:10:02,101.19%,482.2MiB / 1GiB
11:10:05,100.58%,482.2MiB / 1GiB
11:10:08,100.57%,482.2MiB / 1GiB
